id,rg,io,mass,N
SASDGK2,3.307,0.009368,84,304
SASDHR9,3.23,0.03294,110,363
SASDHS9,3.139,0.03237,105,363
SASDFV6,3.02,59.96,53,90
SASDHT4,10.9,372.8,NA,822
SASDHQ5,NA,NA,NA,6
SASDHK8,NA,NA,NA,6
SASDD88,1.58,25148.2,22.59,91
SASDDD8,2.37,13.63,56.2,291
SASDDQ8,3.69,98.53,112,297
SASDDN9,5.21,10.84,870,697
SASDEW3,6.24,197.66,662,698
SASDDH6,2.39,2.28E-05,39.44,220
SASDF22,4.15,0.4742,227,191
SASDF32,3.6,3.16E-04,174,585
SASDF42,4.06,6.843,202,603
SASDHS4,2.119,2.53,33,90
SASDHS5,3.119,1.4,85.45,192
SASDH28,2.72,59.6,103,110
SASDHQ8,4.46,0.085,483,2106
SASDHC2,4.81,0.1043,624,638
SASDFD5,2.64,7468.95,84.59,207
SASDFE5,2.55,7682.32,77.16,207
SASDGA5,2.23,17.6,48.6,229
SASDGU5,2.52,44.27,55.5,229
SASDH45,6,0.008,437,587
SASDGC6,3.19,0.062,71,509
SASDGD6,2.01,0.037,49.5,464
SASDHL4,3.72,12.91,140,768
SASDHM4,3.71,19.86,147,768
SASDHN4,3.71,12.59,150,768
SASDHP4,2.32,4.72,54,287
SASDHQ4,4.85,3.59,258,768
SASDG54,7.89,0.53,584,1376
SASDMG8,3.967,0.034456,90,275
SASDMH8,3.575,0.0303644,80,341
SASDHF4,4.9,0.023,187,462
SASDG55,3.51,1.99,129,282
SASDMJ4,30.226,362701,NA,129
SASDML4,29.366,7539740,NA,129
SASDH24,1.833,14.59,NA,191
SASDH34,3.37,9.35,NA,468
SASDF87,2.82,0.082,NA,661
SASDF97,1.87,0.048,NA,575
SASDFA7,3.28,0.045,NA,481
SASDF85,1.967,18.77,23.2,103
SASDEB9,2.61,2183.73,44.33,257
SASDEC9,2.19,2755.43,44.15,263
SASDHW3,2.7,0.0019,NA,112
SASDHX3,2.69,0.0019,NA,112
SASDGS5,3.59,70.04,47.24,124
SASDGT5,3.83,74.46,49.91,124
SASDG95,3.48,0.1485,120,491
SASDHP7,1.92,0.22,40.9,309
SASDHQ7,2.947,1.68,78.1,309
SASDKE4,NA,NA,NA,171
SASDEN3,4.39,3.30E-04,266.62,881
SASDCQ6,3.35,0.2168,180,920
SASDCR6,5.32,1.973,415,920
SASDCS6,4.05,85780,207,920
SASDF45,4.95,4980.81,178,317
SASDF55,4.73,5745.48,152,317
SASDGV5,2.12,30582,50,245
SASDES7,3.232,444.35,109,152
SASDET7,3.23,16.86,108,152
SASDEU7,3.74,46.42,133,137
SASDEV7,2.675,208.48,90,135
SASDEN8,4.448,0.03598,216,432
SASDEP8,4.65,0.0469,226,432
SASDEQ8,4.022,0.04338,156,432
SASDER8,2.552,0.002476,102,192
SASDES8,3.923,0.04189,149,432
SASDGD2,2.16,177,50,309
SASDGE2,2.03,89,31,111
SASDGF2,3.95,0.06197,114,309
SASDF53,2.09,24.98,52.07,274
SASDF63,2.8,85.1,64.47,396
SASDF73,2.62,44.28,72.26,452
SASDF83,4.04,60.23,114.07,664
SASDD43,1.75,18612.1,30,194
SASDDD6,3.89,65.9,104.9,625
SASDE52,5.031,0.04445,468,548
SASDE62,5.059,0.02333,470,550
SASDE72,5.084,0.02792,491,562
SASDE82,4.826,0.02611,437,551
SASDE92,5.179,0.0189,508,563
SASDFK8,3.08,0.01971,46,114
SASDFL8,3.06,0.01625,91,108
SASDFM8,3.59,0.004864,126,114
SASDD75,2.7,11423.2,42,109
SASDE99,2.52,0.58,60,356
SASDEA9,3.06,0.7,68,356
SASDG44,3.42,255.03,188,207
SASDEB2,19.8,870.97,NA,281
SASDEC2,21.8,990.33,NA,281
SASDFF2,10.53,20.8,NA,281
SASDFG2,11.4,30.29,NA,281
SASDFH2,10.46,29.5,NA,281
SASDFJ2,10.14,27.75,NA,281
SASDFK2,9.94,25.16,NA,281
SASDFL2,9.009,20.04,NA,281
SASDFM2,9.75,19.02,NA,281
SASDFN2,9.17,16.1,NA,281
SASDFP2,8.057,12.58,NA,281
SASDFQ2,8.061,11.11,NA,281
SASDFR2,15.22,43.5,NA,281
SASDFS2,13.22,45.41,NA,281
SASDFT2,15.27,46.57,NA,281
SASDFU2,14.48,41.47,NA,281
SASDFV2,12.09,32.6,NA,281
SASDFW2,13.08,30.97,NA,281
SASDFX2,11.05,24.69,NA,281
SASDFY2,10.58,20.07,NA,281
SASDFZ2,12.13,20.33,NA,281
SASDF23,10.2,15.48,NA,281
SASDKS3,5.423,16390.5,444,948
SASDKT3,5.295,14092.1,430,948
SASDF96,5.4,84,160,148
SASDE32,1.853,15.75,32,132
SASDE42,1.93,16.44,34,127
SASDFZ3,3.114,0.049,130,394
SASDGV4,6.32,0.055,140,172
SASDGW4,5.01,0.038,84,172
SASDFT4,6.2,0.269,146,515
SASDFU4,6.2,0.272,144,515
SASDFV4,8.1,0.275,231,515
SASDFW4,10.06,0.0327,NA,860
SASDFX4,8.83,1.08,513,997
SASDG97,6.46,54.21,187,356
SASDGA7,4.08,2829,56,238
SASDGB7,4,4757.14,55,224
SASDGC7,3.82,0.058,52,213
SASDHX2,3.18,3.09,122,340
SASDGH4,3.83,16.06,349.5,523
SASDGJ4,3.83,31.1,326.1,523
SASDGK4,3.83,65.2,314.7,523
SASDGL4,3.74,15.29,237,529
SASDGM4,3.78,31.5,237.5,529
SASDGN4,3.76,61,255,529
SASDGP4,3.69,22.26,256,529
SASDGQ4,3.82,47.7,260,529
SASDGR4,3.85,95.5,272,529
SASDGS4,3.78,22.83,290,529
SASDGT4,3.74,50.2,250,529
SASDGU4,3.76,103.8,270,529
SASDGX4,2.599,56.86,60,318
SASDFL4,2.49,0.65,58,163
SASDGV6,2.64,6.71,108.42,333
SASDGW6,3.9,19.1,280.36,275
SASDGX6,6.1,26.97,457,333
SASDFT9,4.018,395.1964,169,788
SASDFU9,4.247,90.2641,191,811
SASDFV9,4.28,153.6211,181,788
SASDFW9,4.409,124.1835,199,796
SASDFX9,4.894,129.0501,213,824
SASDGB6,3.24,0.0026,NA,511
SASDFL6,3.27,35.57,143,768
SASDFM6,4.98,126.76,316,616
SASDFA6,5.61,0.27,155,932
SASDDR3,3.79,0.192981,218,325
SASDEV9,2.745,0.03041,63,357
SASDEW9,4.75,43.99,145,410
SASDGN2,5.01,0.06156,260,919
SASDG35,1.89,20.78,35,179
SASDG45,1.69,16.9,30.74,151
SASDFB6,4.02,0.13678,207,935
SASDG26,3.37,0.068,188,306
SASDG36,3.1,0.077,108,298
SASDG46,3.33,0.163699,163,298
SASDG56,3.372,611.3,132.4,330
SASDG66,2.991,356.2,115.9,330
SASDG76,3.126,1781,156.6,228
SASDG86,3.372,2237,180.4,228
SASDG96,2.926,1778,143.7,330
SASDGA6,3.298,3146,171.9,330
SASDH25,2.41,659.93,74,422
SASDH35,2.8,0.032,69,180
SASDHA2,4.31,419.1,230,721
SASDHB2,4.37,145.01,218,721
SASDF58,3.45,6172,38,173
SASDF68,3.93,7618,56,173
SASDF78,4.23,7760.3,63,173
SASDF88,4.49,7411,77,173
SASDF98,4.29,4905,58,173
SASDFA8,4.61,1716.6,76,173
SASDFB8,4.49,4417,78,173
SASDFC8,4.49,4203,74,173
SASDGD4,5.669,0.0686,360,396
SASDGE4,4.983,0.0669,256,227
SASDGF4,5.346,0.05787,313,227
SASDGG4,4.993,0.06795,282,227
SASDFC5,3.09,151.87,92,730
SASDGB5,2.969,47587.5,32,202
SASDGC5,2.602,52924.3,32,202
SASDGD5,2.334,0.0095,28,202
SASDGE5,2.374,19485,32,202
SASDGF5,2.482,17363.4,32,202
SASDGG5,2.44,0.017,31,202
SASDGH5,2.737,0.1355,29,202
SASDGJ5,3.054,0.071,41,202
SASDGK5,2.362,0.0077,29.5,202
SASDG64,5.46,1.05,194,406
SASDG74,5.3,1.03,168,397
SASDG84,5.3,1.03,180,419
SASDG94,5.46,1.05,194,406
SASDGA4,5.46,1.05,194,406
SASDGB4,5.06,1.02,168,397
SASDGC4,5.06,1.02,168,397
SASDFC4,4.6,7926,236,1160
SASDFD4,4.25,9640,230,1160
SASDFE4,8.32,32958,1080,1160
SASDFF4,6.75,21563,720,1160
SASDFG4,5.38,15896.5,463,1160
SASDFH4,5.31,13159,400,1160
SASDFJ4,4.74,11342,301,1160
SASDFK4,4.64,10748,280,1160
SASDFL5,6.28,0.1393,557,584
SASDF27,2.77,2554.73,NA,101
SASDF37,1.89,3365.65,NA,94
SASDF47,2.78,4984.25,NA,101
SASDF57,3.14,5684.36,NA,114
SASDF67,3.75,7308.79,NA,94
SASDF77,1.72,2969.53,NA,94
SASDGL2,6.2,6483.9,636,703
SASDC68,2.54,4561.9,50.6,115
SASDC78,3.27,4373.6,108,115
SASDC88,1.63,1189,31,155
SASDC98,2.93,4759.4,68,115
SASDEJ7,6.03,4176.6,301.93,115
SASDEK7,2.1,2948.54,NA,183
SASDFD7,4.498,40.27,NA,379
SASDFE7,5.382,42.05,NA,619
SASDFF7,4.216,1.88,NA,379
SASDFG7,4.325,0.61,NA,383
SASDFH7,4.191,2.72,NA,379
SASDFJ7,5.552,219.33,NA,619
SASDFC6,3.34,267.5,119,568
SASDFD6,3.6,611,147,568
SASDF24,3.86,16438,207,513
SASDGY4,4.213,36.82,308,517
SASDGZ4,4.39,2.85,272,487
SASDCN4,3.3,15.56,34.8,311
SASDCP4,3.24,24.33,36.5,311
SASDCQ4,3.32,59.02,36.8,311
SASDCR4,3.24,3.81,35.1,311
SASDCS4,2.96,3.94,52,339
SASDCT4,3.3,8.88,63,339
SASDCU4,4.29,24.55,98.4,339
SASDCV4,3.56,2.41,40.5,339
SASDC35,3.02,14.87,39.9,311
SASDEZ8,3.274,257.05,70,361
SASDE29,3.037,82.2,76,351
SASDE39,3.38,35.74,72,361
SASDE49,3.118,561.3,76,352
SASDE59,3,142.54,63,330
SASDE69,2.84,138.3,80,344
SASDE79,3.147,218.9,77,324
SASDE89,3.043,342.7,75,351
SASDFL3,3.53,0.31,NA,231
SASDFM3,-2.81,0.017,NA,231
SASDFN3,3.282,0.17,NA,231
SASDFP3,2.83,0.25,NA,231
SASDFQ3,3.499,0.25,NA,231
SASDFR3,3.06,0.29,NA,231
SASDFK7,1.943,0.02,NA,231
SASDFL7,3.365,0.55,NA,231
SASDFM7,2.741,0.14658,NA,231
SASDFN7,3.501,0.27,NA,231
SASDFP7,3.496,0.3754,NA,450
SASDFQ7,3.082,0.1691,NA,450
SASDES6,4.326,0.27,484,280
SASDEV6,8.99,72.88,710,863
SASDEW6,8.28,39.02,381,429
SASDER7,8.9,92.06,853,814
SASDFD3,2.73,23.72,41,298
SASDFE3,4.07,30.77,64,298
SASDFF3,3.95,26.86,57,298
SASDFG3,4.29,32.13,70,298
SASDFH3,3.99,28.45,60,298
SASDFD8,1.96,124.42,32,245
SASDFE8,1.83,128.71,33,245
SASDFF8,2.11,49.4,35,238
SASDFG8,2.03,49.65,34,238
SASDFH8,2.32,67.04,44,294
SASDFJ8,2.06,67.06,39,294
SASDEE8,3.85,43.69,102.11,603
SASDEF8,3.89,65.89,105.72,638
SASDEG8,5.45,155.5,269.6,638
SASDEH8,4.49,237.7,119.64,638
SASDEJ8,4.79,30.77,211.21,638
SASDEK8,3.82,13.9,102,603
SASDEL8,5.13,100.26,162,638
SASDEM8,5.46,109.81,186,638
SASDF65,3.37,0.00212099,88,511
SASDF75,2.96,0.00204357,70,469
SASDDA6,2.38,107.28,49,338
SASDDE7,2.551,257.54,52,613
SASDGP2,3.42,28.13,128,855
SASDGQ2,3.1,100.51,108,669
SASDGR2,2.18,7.14,38,187
SASDED9,2.64,74.67,60.74,419
SASDEE9,2.23,17.94,40.06,192
SASDEF9,7.31,67.36,293,844
SASDFD2,3.8,6.69,200,375
SASDFE2,4.1,28.17,179,261
SASDF93,3.26,109.12,198,310
SASDF94,2.31,62549.3,NA,53
SASDFA4,1.8,658.24,NA,59
SASDFB4,1.78,645.24,NA,59
SASDDY9,4.22,144.47,424,931
SASDDZ9,4.15,160.86,380,908
SASDE22,4.51,53.41,398,858
SASDEL9,4.612,0.06559,406,775
SASDEM9,6.19,58.9,856,726
SASDFM5,5.22,13.309,238,365
SASDFN5,4.73,51.88,195,365
SASDF76,3.51,4530.06,123.74,388
SASDFK3,2.77,0.05911,91,271
SASDKD4,NA,NA,NA,171
SASDF86,2.147,0.120254,46,144
SASDF34,4.72,26.64,102,282
SASDF44,4.84,118.59,167,282
SASDF54,4.24,2794.37,183,282
SASDF64,4.75,72.8,178,282
SASDF74,5.26,88.7,171,282
SASDF84,4.24,51.16,131,282
SASDEL6,2.57,40.03,71.79,466
SASDEM6,2.57,33.48,78.29,466
SASDEN6,2.52,44.78,72.95,466
SASDEP6,2.52,33.08,75.88,466
SASDEQ6,2.62,37.34,73.25,466
SASDER6,2.48,36.86,73.29,466
SASDEC7,3.36,60.22,134,208
SASDED7,3.39,46.48,134,208
SASDEE7,3.4,50.34,132,208
SASDEF7,3.41,58.86,140,208
SASDEG7,3.74,75.5,285,206
SASDEH7,3.7,86.9,280,206
SASDFS3,7.012,0.03473,232,364
SASDFT3,6.38,0.062,252,364
SASDFA5,2.963,84.58,70,465
SASDFB5,2.96,84.58,70,465
SASDF52,3.23,66.26,22,304
SASDEF5,3.44,21282,237,870
SASDEB8,3.7,0.94,110,216
SASDEC8,4.391,1.53,NA,216
SASDDD7,5.634,0.276,400,303
SASDD98,5.681,0.25,410,303
SASDDA8,5.769,0.2394,430,303
SASDC45,2.93,0.0271,66,466
SASDDH9,3.43,42,115,358
SASDFR4,5.11,37.24,379,325
SASDFS4,6.53,40.11,642,261
SASDFU3,3.36,26.89,124,818
SASDFV3,3.53,14.04,167,301
SASDFW3,4.04,24.1,240,359
SASDE36,6.04,15472,738,1040
SASDE46,6.05,13857,747,1040
SASDE56,5.75,11832,709,1040
SASDE66,6.12,126992,666,1036
SASDE76,6.03,118516,672.39,1036
SASDE86,5.69,110407,791,1036
SASDFA3,6.08,134767,765,1040
SASDFB3,6.16,121053,787,1040
SASDFC3,5.87,103761,775,1040
SASDET6,3.54,2891.74,114,278
SASDEU6,3.61,3006.99,100,275
SASDEN9,2.89,282.9,76,232
SASDF82,2.56,57.1,102,448
SASDF92,2.52,0.036,54.5,448
SASDFA2,2.64,0.042,77.1,448
SASDFB2,2.54,0.032,66.2,448
SASDFC2,2.64,0.04024,65.6,448
SASDEP9,3.14,2166.9,110,544
SASDEQ9,3.94,2543.39,127,544
SASDET9,2.761,0.04769,56.4,160
SASDE37,8.841,0.08391,NA,1596
SASDKN2,3.462,607.466,NA,372
SASDKP2,3.3,1493.69,NA,372
SASDC28,2.8,0.04846,913,247
SASDC38,1.87,0.0215,275,192
SASDEK4,1.7,0.004055,22200,182
SASDEQ4,2.62,0.2423,54,213
SASDER4,3.73,0.41044,100.6,224
SASDEV5,3.26,0.072,137.2,52
SASDEW5,3.54,0.074,162.34,52
SASDEX5,3.54,0.074,162.34,52
SASDEY5,5.41,0.15,309.45,603
SASDEZ5,5.41,0.15,309.45,603
SASDE26,3.8,0.102,179.46,603
SASDE48,1.509,0.01421,18,97
SASDE58,2.349,0.04886,63,97
SASDDQ4,2.22,0.034125,20,128
SASDDR4,2.27,0.03394,20.7,128
SASDES5,1.54,13.48,23.85,121
SASDQP6,5.81,0.0410958,NA,274
SASDD33,4.12,31335.6,262,186
SASDKM7,3.178,0.383502,60,563
SASDKN7,3.189,0.263636,73,563
SASDE78,3.87,0.1,204,182
SASDE88,3.68,0.1137,134,462
SASDE98,2.63,0.03143,57,182
SASDEJ3,2.64,0.0287,57.8,362
SASDEK3,3.17,0.0327,76.7,419
SASDEL3,4.27,0.05,113,552
SASDDJ6,2.57,42.58,86.4,231
SASDEY3,1.58,10.05,26.69,148
SASDEZ3,1.61,10.69,27.46,148
SASDE24,2.03,14.51,44.69,148
SASDE34,1.6,5.4,23.2,148
SASDE44,1.56,7.29,23.4,148
SASDE54,1.6,8.25,26.07,148
SASDE64,1.6,4.91,26.3,148
SASDE74,1.69,11.33,31,148
SASDE84,2.03,13.86,42,148
SASDE94,1.58,2.62,24.56,148
SASDEA4,1.65,7.68,27,148
SASDEB4,2.02,13.9,41.5,148
SASDEF4,1.61,13.99,28.5,148
SASDEG4,1.56,8.01,26,148
SASDEH4,1.8,14.3,37,148
SASDFJ3,3.72,27.64,96,742
SASDG25,4.7,6.04E-05,254,1224
SASDEW7,2.25,25.07,28.54,142
SASDEX7,2.2,21.67,30.13,142
SASDEY7,2.15,14.44,29.44,141
SASDEZ7,2.23,10.24,30.75,141
SASDE28,2.1,11.69,28.74,141
SASDE38,2.15,10.93,28.8,141
SASDEG5,3.73,154.9,300,503
SASDEH5,3.62,152,256,503
SASDEJ5,3.61,152,250,503
SASDEK5,3.68,153,292,503
SASDEL5,3.68,153.28,291,503
SASDEM5,3.69,153.81,304,503
SASDEN5,3.65,152.55,258,503
SASDEP5,3.71,154.11,294,503
SASDEQ5,3.71,153.79,292,503
SASDER5,3.62,152.02,252,503
SASDE96,4.14,92.63,351,558
SASDDM9,5.47,0.074,319,461
SASDCR2,6.319,0.103524,251.43,419
SASDCS2,6.22,0.1,210,401
SASDCT2,5.71,0.09,220,387
SASDCU2,5.13,0.083,200,373
SASDEZ6,2.352,549.21,45,268
SASDE27,1.796,131.69,27,268
SASDET8,5,0.0473,333,1164
SASDEU8,4.71,0.075,258,1164
SASDEV8,2.74,0.011,NA,262
SASDEW8,2.05,1181.87,25,162
SASDED6,4.138,159.91,238,363
SASDEE6,4.653,324.9,310,385
SASDE47,3.56,267.76,202,790
SASDE57,3.61,746.46,204,790
SASDE67,3.5,1095.94,207,790
SASDE77,3.55,1484.31,205,790
SASDE87,3.63,130.99,230,912
SASDE97,3.75,271.93,236,912
SASDEA7,3.76,500.43,237,912
SASDDG2,2.744,0.039,66,230
SASDDH2,2.87,0.036,60,228
SASDDB8,2.243,0.0391339,NA,148
SASDDC8,3.175,0.0379622,NA,148
SASDEE2,3,9.21,NA,217
SASDEN4,2.685,121.13,NA,548
SASDEP4,2.91,142.7,NA,548
SASDES4,4,0.11,202,217
SASDET4,4.28,0.092,217,217
SASDEU4,4.78,0.15,297,217
SASDEV4,5.3,0.094,626,217
SASDEW4,5.88,0.129,805,217
SASDEY4,1.49,0.166,10,128
SASDEZ4,1.86,0.159,38,267
SASDE25,2,0.053,39,53
SASDE35,2.35,0.191,55,397
SASDE45,3.01,0.489,100,708
SASDE55,5.13,2.248,685,178
SASDE65,2.827,0.465,92,601
SASDE75,2.814,0.068,104,601
SASDE85,2.774,0.152,85,601
SASDE95,2.897,0.069,74,601
SASDEA5,2.794,0.00364,78,601
SASDEB5,2.842,0.212,99,601
SASDEC5,4.106,0.188,200,601
SASDED5,2.695,4.886,84,601
SASDEE5,2.766,0.045,85,601
SASDDN6,4.01,0.76,248,704
SASDEF2,2.67,49.97,103,87
SASDEG2,4.51,13.9,272,88
SASDET5,2.71,0.381,73,418
SASDEA6,3.158,0.054922,107,551
SASDEB6,2.725,0.0679,84.2,396
SASDD85,3.94,0.043,120.03,483
SASDEF6,2.7,0.021,18.5,94
SASDEG6,2.77,0.026812,20,97
SASDEH6,5.3,0.09629,83,138
SASDEJ6,4.57,0.0107,72,94
SASDEK6,4.68,0.008297,239.07,97
SASDD32,2.91,3765.76,96,442
SASDDH3,2.85,24.16,56.89,145
SASDDY5,5.96,0.043,396,3378
SASDDZ5,6.25,0.11,407,3378
SASDD26,6.5,0.045,899,3378
SASDD36,6.3,0.11,384,3378
SASDEF3,3.69,93.18,136.6,1071
SASDEG3,3.75,120.68,134,1071
SASDD45,3.04,0.00380685,112,146
SASDD55,3.197,0.003635,110,146
SASDC75,4.48,0.0659072,NA,423
SASDJW2,3.68,3548.6,95.2,287
SASDJY2,2.12,1245,28.51,182
SASDEP7,2.21,24.26,39,305
SASDEQ7,2.19,25.64,39,299
SASDDL6,2.142,0.08262,47,264
SASDDM6,2.142,0.08563,46,264
SASDDE9,2.91,0.017,43.4,132
SASDDF9,2.24,0.033,56.8,323
SASDDG9,3.03,0.03215,102.2,132
SASDDR9,3.7,17075,212,1099
SASDDS9,4,8610,145,802
SASDDT9,3.7,8788,234,1099
SASDDU9,3.4,10980,100,632
SASDDS8,3.07,40.91,93,275
SASDDT8,2.59,44.77,55,52
SASDD66,2.62,0.0238,42.84,285
SASDD76,2.57,0.0195,47.61,285
SASDD29,3.47,42.4,212,523
SASDD39,3.74,105.2,229,523
SASDD49,3.74,229.4,238,523
SASDD59,3.71,71.8,277,523
SASDD69,3.82,82.2,275,523
SASDD79,3.79,123.2,277,523
SASDC44,2.693,12.3491,28,242
SASDC54,3.321,24.648,38,342
SASDC64,4.06,14.2104,70,30
SASDD83,3.363,0.037,169,173
SASDDT3,2.367,71.02,94,323
SASDDU3,2.407,156.59,95,323
SASDDV3,2.397,283.33,95,323
SASDDW3,2.764,71.72,85,323
SASDDX3,2.717,151.7,95,323
SASDDY3,2.728,340.51,102,323
SASDDZ3,2.41,95.21,97,356
SASDD24,2.42,217,116,356
SASDD34,2.361,408.7,98,356
SASDD44,2.577,81.96,85,356
SASDD54,2.78,180.51,107,356
SASDD64,2.671,360.68,106,356
SASDD74,2.391,85.07,98,352
SASDD84,2.382,195.21,111,352
SASDD94,2.419,385.13,106,352
SASDDA4,2.658,73.91,83,352
SASDDB4,2.773,176.43,98,352
SASDDC4,2.772,309.74,105,352
SASDDD4,2.398,65.47,93,356
SASDDE4,2.554,151.43,96,356
SASDDF4,2.422,195.63,102,356
SASDDG4,2.812,143.43,94,356
SASDDH4,2.786,290.13,111,356
SASDDJ4,2.379,65.83,104,351
SASDDK4,2.463,144.05,111,351
SASDDL4,2.485,251.46,109,351
SASDDM4,2.421,60.86,104,351
SASDDN4,2.452,116.72,122,351
SASDDP4,2.442,258.39,106,351
SASDD95,3.02,39647.6,69,423
SASDDA5,3.24,45109,70,432
SASDDN7,2.31,53.66,88,436
SASDDP7,2.36,119.48,90,436
SASDDQ7,2.397,243.28,95,436
SASDDR7,2.495,50.14,83,436
SASDDS7,2.622,115.19,83,436
SASDDT7,2.749,234.51,88,436
SASDDU7,2.468,55.99,96,436
SASDDV7,2.555,125.14,97,436
SASDDW7,2.544,231.52,94,436
SASDDX7,2.663,48.59,94,436
SASDDY7,2.761,111.42,91,436
SASDDZ7,2.667,207.01,91,436
SASDD28,2.574,53.69,89,436
SASDD38,2.717,132.14,93,436
SASDD48,2.72,257.99,92,436
SASDD58,2.75,56.61,86,436
SASDD68,2.929,121.89,82,436
SASDD78,2.931,257.09,89,436
SASDDE8,2.37,0.016,36.9,246
SASDDF8,2.32,0.0159,35.31,246
SASDDG8,2.417,0.0164,36.1,246
SASDDH8,2.781,0.0162,35.3,246
SASDDJ8,2.73,0.0153,34.2,246
SASDDK8,2.55,0.0189,42.3,246
SASDDL8,2.358,0.0143,35.4,246
SASDDM8,2.33,0.0154,35.1,246
SASDDN8,2.28,0.0152,34.1,246
SASDDP8,2.36,0.0155,35.3,246
SASDDP9,4.21,0.01746,71,472
SASDDQ9,3.334,0.02786,91,579
SASDEL4,3.86,0.0081,NA,411
SASDCW8,2.05,0.0684,46.3,218
SASDCX8,2.07,0.104,46.6,218
SASDCY8,2.07,0.138,46.2,218
SASDCZ8,2.83,0.401,NA,218
SASDC29,2.93,0.366,108.4,218
SASDC39,2.98,0.324,107.4,218
SASDC49,3.06,0.213,105.3,218
SASDC59,2.93,0.252,106.1,218
SASDC69,2.91,0.145,NA,218
SASDC79,2.82,0.089,NA,218
SASDC89,2.65,0.039,NA,218
SASDEM3,2.47,27.04,74,252
SASDD62,8.29,63.72,NA,467
SASDD72,7.9,50.4,NA,467
SASDD82,6.9,39.6,NA,467
SASDD92,6.68,34.74,NA,467
SASDDA2,7.85,34.8,NA,467
SASDDB2,7.29,32.5,NA,467
SASDDC2,6.68,28.9,NA,467
SASDD89,2.31,7.88,58,147
SASDD99,2.41,8.53,63.45,147
SASDDA9,2.33,5.87,46,147
SASDDB9,2.54,18.04,59,147
SASDDC9,3.28,13.04,89,147
SASDDW4,5.05,61.5,268,740
SASDDB3,3.7,931.8,203.5,510
SASDDC3,3.87,6223.9,218,510
SASDDD3,4.14,1933.33,287,510
SASDDB5,4,0.89,189,615
SASDDC5,3.857,1.14,173,615
SASDDD5,4.78,0.125,607,615
SASDDE5,2.15,0.022,47.39,254
SASDDF5,2.12,0.022,50.3,254
SASDDQ6,3.68,0.13,151.6,921
SASDDR6,3.69,0.13,151.5,921
SASDDS6,3.7,0.13,155.6,921
SASDDT6,3.61,0.1278,160.56,921
SASDDU6,3.65,0.28,152.3,921
SASDDV6,3.67,0.28,149.9,921
SASDDW6,3.68,0.28,147.6,921
SASDDX6,3.68,0.28,148.9,921
SASDDY6,3.68,0.28,154.9,921
SASDDZ6,3.7,0.28,156,921
SASDD27,3.76,0.2818,159.9,921
SASDD37,3.71,0.28,164.8,921
SASDD47,3.72,0.28,176.7,921
SASDD57,3.75,0.2817,177.6,921
SASDD67,3.71,0.28,174.8,921
SASDD77,3.68,0.28,179.6,921
SASDDJ9,4.2,0.214,46,333
SASDDK9,4.1,0.17,50,333
SASDDL9,6.2,0.175,100,333
SASDDZ8,9.39,0.643,NA,153
SASDEM4,4,0.272,NA,172
SASDDV8,NA,NA,NA,393
SASDDW8,NA,1,NA,392
SASDDX8,NA,1.32,NA,393
SASDDY8,NA,NA,NA,393
SASDDP6,2.55,44.38,67.8,449
