id,rg,io,mass,N
SASDDB6,4.2,16855,NA,325
SASDDC6,3.6,10844,NA,215
SASDCR9,5.41,0.02949,374,168
SASDDT4,2.64,414.42,70,229
SASDDU4,2.77,1.058,67,229
SASDDV4,2.73,497,74,229
SASDDV5,3.22,0.069,159,299
SASDDW5,3.26,0.072,165,299
SASDDP3,4.63,377.5,324,1010
SASDDQ3,5.22,461,582,1010
SASDDY2,3.74,17.51,182.6,373
SASDDZ2,4.79,42.19,313,520
SASDD23,3.63,0.006724,155,370
SASDB75,4.44,0.0094,360,258
SASDDJ3,2.41,1344.93,NA,323
SASDDK3,2.36,1269.62,NA,323
SASDDL3,1.61,629.71,15.9,235
SASDDM3,2.31,484.7,NA,235
SASDDN3,3.02,11597.7,116.7,597
SASDD93,7.64,44.59,2156,884
SASDDA3,7.89,151.16,2416,884
SASDDF3,3.56,13053,228,211
SASDDS4,2.971,321.37,105,622
SASDDU5,5.492,0.3194,670,379
SASDD46,3.62,0.035,NA,230
SASDD56,3.3,0.0248,NA,102
SASDB43,3.03,0.0384,42,231
SASDB53,4.15,3.10E-04,68,335
SASDB63,5.78,10.15,87,570
SASDB73,7.73,0.12741,123,723
SASDB83,3.11,0.0653,47,261
SASDB93,4.55,0.0192,70,471
SASDBA3,5.82,4.00E-04,107,611
SASDBB3,2.2,0.0353,20,142
SASDBV3,6.01,1.05E-04,184,614
SASDD42,2.76,0.01643,36,104
SASDD52,2.68,0.0161,35,108
SASDD65,3.45,0.057,128,653
SASDC48,3.92,0.04057,145,224
SASDCH9,5.01,337.3,298.9,626
SASDCJ9,4.83,235.22,271.4,626
SASDCY9,2.3,0.0039,22.48,100
SASDCZ9,3.18,2.57E-04,206.43,340
SASDD22,3.84,3.85E-04,250.82,100
SASDDX4,1.97,1190.6,26.02,234
SASDDY4,2.12,22.66,26.95,283
SASDB78,4.34,0.0099,186.43,931
SASDB88,4.19,0.051,189.99,931
SASDBG8,3.67,0.0348,113.99,697
SASDBH8,3.51,0.0457,131.82,697
SASDBZ6,4.2,0.032,87,404
SASDCT8,4.09,2368.95,145,136
SASDCU8,2.3,1477.17,68,336
SASDCV8,6.24,8.40E-04,280,492
SASDC67,3.3,0.031,100,275
SASDC57,3,0.025,117,169
SASDC77,4.36,0.041,227,169
SASDC87,3.8,0.046,190,169
SASDBP9,3.99,5968.74,106.46,390
SASDBQ9,4.69,9320.76,161.47,390
SASDBR9,2.35,183.31,59.45,322
SASDC55,2.47,0.012933,NA,163
SASDC65,3.692,0.019763,NA,285
SASDC99,3.11,2.6,NA,214
SASDCA9,4.843,0.096,NA,214
SASDCB9,4.324,0.048,NA,214
SASDCC9,2.91,0.044,NA,214
SASDCD9,4.748,0.019,NA,3
SASDCE9,4.38,0.015,NA,3
SASDCF9,3.549,0.6,NA,3
SASDCG9,3.317,0.53,NA,3
SASDC27,4.1,40271,96,85
SASDC37,3.6,43388,68,85
SASDC47,4.1,818,69,85
SASDCY6,5.6,251,896,307
SASDCX6,5.4,2564,686,85
SASDCZ6,4,3312,288,85
SASDD63,3.01,4.06,61.2,339
SASDLM4,3.9,269.271,170,992
SASDDQ2,2.3,564.75,NA,316
SASDDR2,2.7,624.38,NA,287
SASDDS2,2.5,0.0017,NA,295
SASDDT2,2.54,582.72,NA,311
SASDDU2,2.6,0.001932,NA,295
SASDDV2,2.42,551.79,NA,300
SASDDW2,3.95,13203.3,NA,300
SASDDX2,3.98,0.00299,NA,311
SASDCG7,2,63.25,22,76
SASDCM9,4.8,470,511,709
SASDCN9,2.7,2046,71,267
SASDCP9,2.3,1976,53,267
SASDCQ9,2.2,1795,53,267
SASDCS9,4.9,14318,482,709
SASDCY4,5.255,0.049,139,262
SASDCZ4,5.375,0.2172,183,262
SASDC25,6.39,0.185772,280,262
SASDCK7,2.8,1.01,61.4,355
SASDCL7,2.76,1.02,64.2,355
SASDCM7,3.27,1.02,92.8,544
SASDCN7,3.37,1.01,100.5,550
SASDCP7,3.8,1.02,116.4,652
SASDCQ7,3.14,1.01,86.2,532
SASDCH7,1.76,0.00776,17.3,126
SASDCJ7,1.53,0.00997,14.6,192
SASDDE3,2.03,3828.08,2.64,126
SASDD86,3.59,0.3008,121,733
SASDDE6,2.56,43.25,58.33,168
SASDDG6,2.56,42.23,56.83,168
SASDDK7,2.64,461.76,40.9,174
SASDDL7,1.81,15.15,21.3,132
SASDDM7,3.07,68.06,76.8,132
SASDBY4,4.39,2875.52,402,145
SASDC26,3.18,10070.7,69,410
SASDC36,2.13,3738.13,38,219
SASDC46,2.04,2071.9,38,211
SASDCB7,2.69,21234,86.56,322
SASDCC7,2.79,9293.71,115.38,338
SASDCD7,2.67,19766,105.9,338
SASDC62,1.657,0.103287,3.69,49
SASDCK9,2.59,0.0252,60.2,374
SASDCL9,2.92,0.0383,77.9,374
SASDCW5,3.88,11.42,275,688
SASDCX5,3.38,30,217,686
SASDCY5,3.89,53.19,336,688
SASDCZ5,3.26,25.14,217,686
SASDCE7,3.34,33.7,192,688
SASDCF7,3.69,12.4,253,688
SASDBJ7,4.18,0.0019,537,209
SASDCN5,3.9,19.97,202,1034
SASDCP5,2.15,5.59,31,150
SASDBS9,3.52,51.14,107,461
SASDCR7,3.56,5617,145,466
SASDCS7,3.87,5021,153,505
SASDCT7,3.83,65.35,136,621
SASDCU7,4.23,12523.6,210,708
SASDCV7,3.45,6577.5,105,489
SASDCW7,3.57,53.6,210,461
SASDCX7,3.38,312.65,127,461
SASDCY7,3.8,57.48,107,464
SASDCZ7,3.54,7255.14,114,475
SASDC82,4.98,125.13,440.41,1130
SASDC92,6.22,69.376,354.48,1130
SASDCA2,5.9,0.16538,491,1130
SASDCB2,3.41,0.094844,210.78,585
SASDCC2,3.45,0.08048,197.18,585
SASDCD2,3.36,0.069238,153.69,585
SASDCE2,5.87,0.1355,469.21,1130
SASDCF2,5.98,111.92,436.03,1130
SASDCG2,4.95,102.51,446.86,1130
SASDCZ2,5.294,0.18,561,255
SASDC23,3.35,43.94,74.35,395
SASDC33,2.71,33.58,60.37,356
SASDC43,3.15,45.98,67.5,395
SASDC53,2.76,22.95,21.82,98
SASDD53,5.12,0.105,115.3,652
SASDC76,8.005,0.346495,NA,711
SASDC86,8.096,0.306715,NA,711
SASDCM6,2.554,0.73,NA,301
SASDCN6,2.338,4.29,NA,301
SASDCP6,2.723,10.69,NA,301
SASDBJ9,3.542,0.868,314.75,308
SASDBK9,5.745,0.191,431.66,473
SASDBG2,2.6,26.7,46.78,121
SASDBH2,2.64,32.2,50.93,119
SASDCK2,3.287,0.037,229,387
SASDCQ2,2.174,0.027,25.2,148
SASDCJ3,2.833,0.04245,101,583
SASDCP3,4.49,1130.4,287,1014
SASDCQ3,4.36,681.48,293,1058
SASDCR3,4.56,470.58,291,1107
SASDCS3,5.27,182.86,541,1025
SASDCT3,5.24,409.44,553,1025
SASDCU3,5.19,607.3,560,1025
SASDCV3,4.59,1010.6,297,1107
SASDCW3,4.63,1474.93,295,1107
SASDCX3,4.37,1600.1,295,1058
SASDCY3,4.39,2318.76,294,1058
SASDCZ3,4.49,118.9,281,1025
SASDC24,4.5,232.34,283,1025
SASDC34,4.5,355.79,289,1025
SASDCQ5,NA,NA,NA,238
SASDCR5,NA,NA,NA,238
SASDCS5,NA,NA,NA,238
SASDCT5,NA,NA,NA,238
SASDCU5,2.4,794,NA,238
SASDCW4,3.6,0.15,162,1061
SASDCX4,3.99,0.15,161,1061
SASDCL2,2.4,97.1,35.6,243
SASDCM2,2.4,227.2,32.8,243
SASDCN2,2.53,336.3,36,243
SASDCP2,2.56,261.8,32.8,243
SASDCD3,2.71,0.02288,38,285
SASDCF3,2.73,0.023,38,284
SASDCG3,2.68,0.02204,37,284
SASDEH2,1.59,76.11,3.67,65
SASDEJ2,1.9,245.67,11.58,167
SASDEK2,1.69,71.69,3.9,65
SASDEL2,2.09,637.98,6.89,167
SASDEM2,2.4,181.15,16.21,73
SASDEN2,2,223.9,9.9,175
SASDEP2,2.33,82.16,9.81,73
SASDEQ2,2.4,208.2,12.19,175
SASDER2,3.2,1160.5,29.86,128
SASDES2,2.9,200.4,29.13,228
SASDET2,3.12,631.4,33.92,128
SASDEU2,3.16,419.8,28.87,228
SASDEV2,2.49,1059.5,14.97,111
SASDEW2,2.53,2890.7,16.89,211
SASDEX2,3.13,350.9,25.81,111
SASDEY2,2.92,377,18.55,211
SASDEZ2,3,654.3,31.68,143
SASDE23,3.1,89.1,23.54,243
SASDE33,3.5,807.4,53,143
SASDE43,3.24,351.9,27.24,243
SASDE53,2.1,870,41.1,68
SASDE63,2.3,1672.5,13.09,170
SASDE73,2.49,283.6,16.74,89
SASDE83,2.2,355.4,8.72,189
SASDE93,3.63,560.7,33.72,138
SASDEA3,3.2,315.4,30.9,238
SASDEB3,2.86,6123.1,27.41,182
SASDEC3,4.1,8825,45.45,207
SASDB58,2.88,93.3,NA,238
SASDB94,3.65,0.101,92,182
SASDBW6,4.38,0.0663,108,223
SASDBD9,2.42,855,51.4,284
SASDBE9,2.41,32,48.5,284
SASDBF9,2.3,752,45.7,284
SASDBG9,2.28,28.9,44.4,284
SASDBH9,2.29,744,45.8,284
SASDB45,3.57,4451.7,168,141
SASDC22,2.4,0.083,25.6,146
SASDB32,1.83,30.33,30.7,178
SASDB42,2.4,40.9,36.8,178
SASDC63,1.96,0.104031,NA,143
SASDBM6,2.32,0.034,26.3,192
SASDB59,5.08,16892.7,NA,240
SASDB69,4.13,16659,NA,463
SASDBE7,6.22,0.107,255,1330
SASDBS6,3.7,0.0383,102,400
SASDBT6,3.66,0.03233,90.2,400
SASDBU6,3.09,0.036814,69.7,366
SASDBV6,3.11,0.038495,72,366
SASDBA9,3.41,0.0125,92.02,103
SASDBB9,3.5,0.01539,94673,400
SASDBC9,2.95,1.01,70673,366
SASDJB2,2.17,0.0257,53.01,278
SASDB99,3.12,0.053,98.02,145
SASDBD3,5.32,0.37,380,742
SASDBE3,2.02,2.90E-06,40,230
SASDBF3,3.15,0.0013,89,556
SASDBU7,2.6,34.63,NA,305
SASDBV7,4.18,0.92,280,1358
SASDBW7,4.9,1.56,340,1512
SASDBX7,4.13,1.44,190,1021
SASDBY7,4.53,1.36,228,1174
SASDBG6,2.4,113.76,38,154
SASDBC7,3.55,4.31,81.37,398
SASDBD7,3.44,483.2,128.2,268
SASDC83,2.97,0.01578,85.57,194
SASDC93,3.645,0.0228923,180,194
SASDBF7,4.23,122.73,445.08,211
SASDBG7,4.17,50.76,436.85,211
SASDBH7,3.88,52.35,290.96,161
SASDBT9,2.238,0.074,67.43,240
SASDBU9,2.09,0.051,61.84,227
SASDBV9,1.77,154.07,17.94,111
SASDBW9,2.71,384.29,22.5,211
SASDBX9,2.78,206.42,56.68,110
SASDBY9,2.95,1553.37,27.97,226
SASDBZ9,4.34,815.33,66.59,439
SASDDH7,3.3,80.16,NA,377
SASDDJ7,3.32,84.42,NA,377
SASDAY8,1.74,9.99,NA,161
SASDA39,1.92,1.94,NA,161
SASDB65,2.96,74475,89.2,141
SASDBZ7,11.64,389.21,NA,710
SASDB28,12.61,534.52,NA,229
SASDB38,11.5,49602.1,NA,229
SASDBP4,2.2,16.6,41,229
SASDBQ4,3.72,50.3,123,229
SASDB47,5.69,0.052,275,369
SASDB95,3.65,0.75,103,734
SASDA49,5.77,13777.6,494.76,1140
SASDA59,6.37,14239.2,608.57,1140
SASDA69,6.55,8079.61,596.6,1140
SASDBW4,4.26,0.0011,526,206
SASDBX4,4.84,4.90E-04,294,294
SASDBY6,3.63,0.0252621,118,653
SASDC58,3,70.244,116,892
SASDCM8,3.64,68.97,180.59,485
SASDB55,6.8,76.79,177,547
SASDB26,6,64.32,117.09,507
SASDB36,7.3,82,193.23,507
SASDB46,3.9,43,59.3,327
SASDB56,6,61.1,99.6,507
SASDB66,7.8,93.9,216.4,507
SASDB76,3.9,39.9,49.4,327
SASDBF6,7.28,75.37,166.2,547
SASDBA5,2.694,457,110,548
SASDBB5,2.595,1587.6,99,548
SASDBC5,2.539,439.9,100,548
SASDBD5,2.533,437.7,99,548
SASDBE5,2.77,794,110,548
SASDBF5,2.63,105,100,548
SASDBG5,2.58,584,96,548
SASDBH5,2.6,157,98,548
SASDBJ5,2.62,128,100,548
SASDBK5,2.8,152,110,548
SASDBL5,2.62,225,100,548
SASDBM5,2.71,5160,110,548
SASDBN5,2.55,921,96,548
SASDBP5,2.91,99.3,120,548
SASDBQ5,2.73,96.9,100,548
SASDBR5,2.99,94.4,120,548
SASDBS5,3.04,112,130,548
SASDBT5,2.8,112,110,548
SASDBU5,2.795,1959,110,609
SASDBV5,2.658,1937,120,609
SASDBW5,2.634,1986,109.99,609
SASDBX5,2.622,2084,100,609
SASDB86,6.99,48.2,NA,517
SASDB96,6.223,46.3549,NA,517
SASDBA6,6.269,43.84,NA,517
SASDBB6,5.14,45.2,NA,517
SASDBC6,4.44,30.91,NA,517
SASDB27,5.2,3011.44,308,1242
SASDBK7,4.27,75.53,199,250
SASDBL7,2.61,14.91,68,91
SASDLN4,6.7,0.0358011,NA,104
SASDDL2,3.448,769.36,171,1265
SASDDM2,3.838,963.17,225,1265
SASDDN2,3.842,1566.68,248,1265
SASDDP2,3.862,2206.83,277,1265
SASDBZ5,2.319,2.83,52,87
SASDA89,3.79,0.151381,231,265
SASDA99,4.05,0.092,253,265
SASDBJ3,2.77,555,100.2,605
SASDBK3,3.89,217.8,201.5,605
SASDDD9,1.91,0.046,19.6,137
SASDAY7,4.9,0.025,240,372
SASDBA4,5.07,1051,90.6,479
SASDBB4,4.23,873,57.4,385
SASDBC4,8.54,2789,135.3,860
SASDBD4,4.41,9950,69.4,370
SASDBE4,7.49,25300,136,866
SASDAC6,2.039,18.511,37.7,207
SASDAE6,2.935,21.83,41.1,288
SASDAP7,5.846,1580.53,143,318
SASDBZ4,4.74,62494.4,519.8,513
SASDBY3,3.41,57.85,115,255
SASDB24,3.89,43.62,121.45,255
SASDB34,3.83,43.67,117,255
SASDBV4,3.41,0.0735086,74.36,216
SASDB54,4.51,0.063,94,561
SASDB64,3.78,0.029,64.75,380
SASDB52,2.7,795,101,333
SASDB62,2.5,717,89,333
SASDB72,2.4,623,78,333
SASDAU8,3.88,16939.3,153.8,458
SASDAW8,3.97,7459,189.7,458
SASDBL3,3.36,0.093,53,400
SASDBN3,3.38,0.094,55.2,400
SASDBU4,4.8,29.5,570,521
SASDBR3,4.45,662.4,119.05,149
SASDBS3,5.38,1278.08,214.4,149
SASDBT3,4.28,648.59,110.5,164
SASDBU3,5.19,760.36,192.3,164
SASDAA9,3.79,230.37,311.6,100
SASDAB9,3.255,0.175042,166.16,111
SASDC84,2.158,0.0213863,35.7,110
SASDBT4,2.71,150.78,118,605
SASDB74,5.55,17551,275,995
SASDB84,1.8,2266.34,24,165
SASDBN2,2.08,414,20,160
SASDBP2,2.45,402.7,35.9,232
SASDBQ2,3.1,103.1,48.7,309
SASDMU4,2.45,21.9971,60,228
SASDBR2,4.43,0.984,282,1295
SASDAX8,2.972,47.26,145.06,283
SASDAD7,3.7,85.3,95,304
SASDAE7,3.6,50.3,79,288
SASDBS2,3.17,1813.1,168,246
SASDBG3,3.31,59.2,NA,360
SASDBH3,4.15,67.4,NA,386
SASDBT2,1.77,0.044,23.6,162
SASDBU2,2.6,0.05,47.23,226
SASDBV2,2.69,0.041,46.6,226
SASDBW2,2.22,0.066,37.1,210
SASDBX2,3.3,0.072,57.9,390
SASDBQ3,1.95,26.5,27.5,164
SASDL67,2.79,14636.7,NA,355
SASDB44,2.88,58.02,90.25,235
SASDAJ8,3.34,62.75,87.66,164
SASDAK8,3.16,42.33,67,164
SASDBD2,2.68,39.06,57.8,145
SASDBE2,2.6,48.1,66.4,145
SASDB25,3.75,0.1055,54.7,328
SASDBY2,3.03,6795,166,203
SASDBZ2,4.43,16826,484,360
SASDB23,4.54,9573,NA,286
SASDB33,4.8,14105,410,480
SASDBW3,2.28,0.063,48.8,254
SASDBN4,7.99,25374.1,1033.34,699
SASDBS4,4.44,61228,450,480
SASDBY5,5.1,38540,NA,223
SASDAM8,4.2,4845,117,314
SASDAQ8,2.4,35,50,138
SASDAC8,3.6,1590,261,658
SASDGM5,4.35,0.0253,89,729
SASDGN5,8.27,0.0588,NA,729
SASDCH2,3.77,853,270,525
SASDAR6,5.67,188.32,298.52,151
SASDA28,2.54,1158.9,58,449
SASDA38,3.38,1922,117,777
SASDA48,3.96,21843,167.7,449
SASDCJ2,3.92,1087.12,106,214
SASDAG7,2.69,8235,57,169
SASDAD8,2.64,0.188,61.43,171
SASDA32,2.92,59.3,97.1,701
SASDA52,3.16,76.55,178,480
SASDA62,4.21,164.38,214,588
SASDA82,6.75,356,618.7,257
SASDA92,4.1,222,296,599
SASDAA2,3.78,82.8,116.6,782
SASDAB2,1.3,1206.41,11.5,104
SASDAC2,1.47,12.4,17.2,218
SASDAG2,1.45,12.29,20.7,218
SASDAK2,1.64,10.6,32,223
SASDAH2,1.65,10.7,31.7,223
SASDAL2,2.5,37,74.4,471
SASDAN2,1.58,13.5,14.7,235
SASDAQ2,1.27,7.09,12,78
SASDAR2,1.6,13.65,16.5,235
SASDAK6,3.4,165.24,293.1,481
SASDAB8,6.017,1.07,205,425
SASDA58,2.62,2964,73,244
SASDCL6,2.084,69.0664,23.8,76
SASDAS7,8.5,249,616,455
SASDA37,4.72,4140.4,28.6,215
SASDA47,7.7,7363.77,49.4,351
SASDA57,9.7,8587.8,57.7,561
SASDA67,12,9924.5,87.2,712
SASDA77,14.1,10488.6,89.2,867
SASDA87,15.9,14578,122,949
SASDC73,10.29,967.1,1000,276
SASDCL3,3.32,1019.45,160,276
SASDCM3,10.1,2325.3,848,435
SASDA96,1.5,779.5,23.69,133
SASDAA6,2.8,521.4,103.43,599
SASDAB6,3.21,3733.8,233.5,1621
SASDAT6,2.2,590,32,219
SASDAA7,3.98,0.07466,175,239
SASDBL2,8.38,41.42,483,812
SASDAL6,3.97,32346.5,320,375
SASDAM6,3.71,25322.6,320,375
SASDLG5,2.52,154.362,NA,109
SASDC32,4.7,67.8,316,601
SASDC42,5.5,1124,274,601
SASDC97,3.98,68.19,144,412
SASDCA7,2.72,19.84,73.6,259
SASDL57,2.75,1396.86,NA,355
SASDA46,3,1800,45,235
SASDA56,4,28,43,252
SASDA66,4.2,37.5,52,252
SASDAE8,2.41,22.5,31.1,178
SASDAF8,2.43,27,28.9,178
SASDAG8,2.35,35.8,32.9,189
SASDAH8,1.9,29.9,32,189
SASDBH6,2.53,0.019,40,164
SASDBJ6,2.14,0.01565,36,148
SASDBK6,1.91,0.0163,31,135
SASDBL6,1.91,0.01265,28.5,121
SASDC85,3.03,0.0200666,NA,214
SASDCV5,3.33,0.031817,NA,208
SASDLP5,2.07,3601.11,45,184
SASDLH3,3.1,66.8463,149,252
SASDAZ5,3.9,3638,100,437
SASDA26,3.2,1284,38,226
SASDA76,5.1,1370,120,437
SASDA86,4,1270,95,437
SASDAL5,3.3,45.6,72.15,293
SASDAM5,4.2,3664,91.7,293
SASDLH5,6.9,129.665,425,373
SASDLJ5,7,197.248,340,465
SASDLK5,8.4,315.577,900,373
SASDLW4,2.14,24.5893,48,101
SASDDF6,3.3,20.49,NA,191
SASDAP4,3.2,2850,75,643
SASDAR3,2.27,16.7,37,207
SASDH23,3.55,0.1121,62,492
SASDA35,2.5,45.524,55,495
SASDAX5,5.9,435.06,480,259
SASDAY5,3.3,71.09,90,259
SASDB35,3.35,84.12,168,349
SASDAN3,4.7,10500,307,988
SASDAQ3,7.8,274,700,988
SASDA45,5.4,26.8,540,1207
SASDA24,7.8,274,NA,988
SASDAX3,8.5,301,750,988
SASDAY3,8.3,356,720,988
SASDAZ3,8,280,NA,988
SASDAJ4,3.8,1.15,190,1157
SASDAK4,3.61,1.658,NA,1157
SASDAL4,4.141,1.771,NA,1157
SASDAM4,4.3,113,NA,1157
SASDLV4,6.9,0.355922,726,1099
SASDAV5,4,45.31,160,699
SASDAW5,3.5,78.3,155,699
SASDL47,5.48,39.6585,NA,129
SASDAF4,3.6,91.2,NA,616
SASDAG4,4.6,121,NA,760
SASDDJ2,1.29,52.54,13.6,77
SASDBR4,3.56,0.03,NA,361
SASDHY2,5.13,0.0496,140,396
SASDAT4,2.8,49.3,69,448
SASDAU4,2.2,36.7,57,448
SASDAV4,2.5,39.2,61,448
SASDAW4,2.4,44.9,57,448
SASDAX4,2.8,62.3,102,448
SASDA85,4.9,109.38,NA,1041
SASDA95,4,71.4,NA,890
SASDAA5,4,45.63,NA,564
SASDAB5,3,38.14,NA,329
SASDKR3,2.968,0.197804,54.5,198
SASDMM9,3.68,106.703,NA,579
SASDAE5,3.7,86.9,135,847
SASDAF5,4.1,88,146,847
SASDAJ5,2.4,40.26,54,331
SASDM97,2.687,673109,39.1,280
SASDLL5,2.2,0.129547,NA,125
SASDLM5,2.1,0.120508,NA,125
SASDLN5,2.5,0.141315,NA,125
SASDED2,3.72,40.49,51,347
SASDDK2,4.727,892.91,308,525
SASDMJ9,2.06,18.4014,NA,107
SASDMK9,2.96,32.7724,NA,107
SASDLV5,9.564,3586270,NA,552
SASDLG3,8.75,1884.45,2473,231
SASDAA4,3.9,160,100,474
SASDAB4,3.6,169,80,425
SASDHZ2,3.03,0.0587,92,264
SASDH33,3.22,0.0411,88,440
SASDH83,3.79,0.0264,195,264
SASDML9,3.87,170.836,NA,669
SASDAF6,4.29,0.172,NA,697
SASDAG6,2.92,0.093,NA,363
SASDC96,1.97,1191.41,40.76,119
SASDCA6,1.53,434.9,12.99,89
SASDCB6,2.3,172.18,83.11,125
SASDCC6,1.96,823.82,47.86,133
SASDCD6,2.32,249.39,18.41,135
SASDCE6,2.24,2157.41,52.14,136
SASDCF6,2.12,1061.36,57.75,153
SASDCG6,1.98,933.37,33.98,177
SASDCH6,1.88,1014.83,31.65,183
SASDCJ6,2.32,1019.02,61.51,298
SASDCK6,2.8,762.91,66.44,462
SASDAG5,3.2,130,110,104
SASDAS6,4.4,23.7,57,392
SASDNU2,2.3,193.947,48,199
SASDLR5,3.773,181.247,130,673
SASDLS5,4.535,264.153,289,673
SASDLF3,4.6,10027.4,81.2,356
SASDAC5,5.65,80,390,1388
SASDAD5,8.55,4070,1800,7971
SASDAV6,3.2,68,NA,399
SASDAW6,1.87,17.2,NA,136
SASDAX6,1.53,14.8,NA,108
SASDAY6,3.58,112.4,NA,399
SASDAZ6,3.11,88.44,NA,399
SASDA27,3.51,156.8,NA,399
SASDC56,3.2,71.16,75,269
SASDC66,3.18,69.76,74,269
SASDD35,4.9,0.065,NA,218
SASDCN3,4.1,0.0290498,189,575
SASDMN9,2.49,98.2611,21,220
SASDMP9,3.69,166.903,38.5,305
SASDMQ9,3.69,6768.22,NA,299
SASDAY4,3,1.62,68,374
SASDAZ4,3,0.38,38,251
SASDA25,2,0.194,20,121
SASDHE2,5.08,0.341,357,915
SASDHF2,5.48,0.404,385,997
SASDAV3,2.9,150.448,70,278
SASDAW3,3.8,211.49,120,278
SASDND2,1.35,1541.92,14.7,107
SASDNE2,2.3,4186.08,28,107
SASDA55,3.99,0.501,210,211
SASDAH4,2.9,0.378,60,365
SASDAQ4,5.85,87600,630,221
SASDAS3,1.92,41.5,33,179
SASDAT3,2.1,98.309,34,200
SASDAU3,2.76,34.3,32,206
SASDH62,3.182,298.81,123,1032
SASDH72,3.79,251,151,1032
SASDH82,3.61,311.31,145,1032
SASDNV2,4.58,744.827,384,1773
SASDAR5,2.6,123,92,226
SASDNZ2,7.6,694.751,434,580
SASDN23,4.7,362.883,173,580
SASDMC7,4.143,270.51,92,556
SASDLX5,2.6,11332.6,101,260
SASDLY5,3.5,236.263,123,506
SASDAS5,2.6,1032000,95,441
SASDAT5,3.1,1158700,102,220
SASDAU5,4.3,2365600,255,441
SASDLX4,4.092,359.714,297,493
SASDA94,2.65,98.1,50,126
SASDAN5,2.14,5.2,42,108
SASDAP5,2.9,11.3,64,108
SASDNC2,3.15,161.503,58,578
SASDLZ5,5.3,845.613,290,172
SASDLZ6,7.65,5487.98,NA,1508
SASDMS4,2.75,236.525,54,330
SASDMT4,4.64,261.479,270,933
SASDNW2,3,98.9233,71,443
SASDNX2,4.1,170.857,139,443
SASDNY2,3.6,142.542,107,443
SASDAN4,2.1,107.587,36,221
SASDLW5,4.781,63274.2,NA,525
SASDAK5,4,10070,56,209
SASDNN2,2.971,10.7146,NA,295
SASDNP2,3.3,9.98247,NA,295
SASDNQ2,2.399,9.73527,NA,295
SASDNR2,2.82,7.63708,NA,295
SASDNS2,2.44,11.8602,NA,295
SASDNT2,2.23,10.9964,NA,295
SASDH43,3.23,140,135,644
SASDH53,3.42,147,160,644
SASDH63,3.07,136,115,644
SASDH73,3.15,141,132,644
SASDMB7,5.124,39226.8,421,509
SASDAC4,3.5,122,75,251
SASDHY3,2.91,805,85,236
SASDHZ3,2.93,172.9,76,236
SASDA68,3.64,389.27,NA,364
SASDA78,2.06,119.52,NA,260
SASDA98,7.86,2510.92,NA,2769
SASDAA8,1.87,87.52,NA,245
SASDMA7,9.832,127506,3320,261
SASDNB2,1.97,19.242,21.6,126
SASDLR7,3.95,224.562,150,461
SASDN92,4.155,539.884,234,356
SASDNA2,3.674,96.6683,202,356
SASDAQ5,6.22,581600,1450,156
SASDN63,2.37,90.0538,61,323
SASDN73,2.32,15.8877,62,323
SASDN83,2.34,102.49,64,346
SASDM87,3.027,97.8748,97,450
SASDAR4,3.97,206,NA,638
SASDN93,3.87,14574.6,173,840
SASDAD4,5.1,291.7,330,454
SASDAE4,5.5,10500,126,251
SASDLP7,6.731,348.109,370,714
SASDLQ7,4.8,152.581,190,933
SASDLQ5,5.937,2573.61,NA,1105
SASDM77,3.966,205.786,117,547
SASDC52,5,183,130,679
SASDLN7,3.63,994.526,262,1606
SASDLB7,4.1,548.555,117,442
SASDAX2,3.9,10.2,NA,716